Feature,Category,Index
Credit_Spreads_vol_of_changes_lag6,Credit,558
Credit_Spreads_vol_of_changes_6m_change,Credit,559
Credit_Spreads_zscore_max_lag6,Credit,560
Credit_Spreads_zscore_max_6m_change,Credit,561
ISM_NonManufacturing_Index_latest,ISM,562
ISM_NonManufacturing_Index_lag1,ISM,563
ISM_NonManufacturing_Index_mom_change,ISM,564
ISM_NonManufacturing_Index_lag2,ISM,565
ISM_NonManufacturing_Index_lag3,ISM,566
ISM_NonManufacturing_Index_rolling_mean_3,ISM,567
Credit_Spreads_accel_volatility_rolling_mean_12,Credit,568
Credit_Spreads_accel_volatility_volatility_12m,Credit,569
Credit_Spreads_acceleration_rolling_mean_12,Credit,570
Credit_Spreads_acceleration_volatility_12m,Credit,571
Credit_Spreads_avg_rolling_mean_12,Credit,572
Credit_Spreads_avg_volatility_12m,Credit,573
Credit_Spreads_avg_trend_12m,Credit,574
Credit_Spreads_monthly_chg_rolling_mean_12,Credit,575
Credit_Spreads_monthly_chg_volatility_12m,Credit,576
Credit_Spreads_monthly_chg_trend_12m,Credit,577
Credit_Spreads_vol_of_changes_rolling_mean_12,Credit,578
Credit_Spreads_vol_of_changes_volatility_12m,Credit,579
Credit_Spreads_zscore_max_rolling_mean_12,Credit,580
Credit_Spreads_zscore_max_volatility_12m,Credit,581
Credit_Spreads_accel_volatility_lag12,Credit,582
Credit_Spreads_accel_volatility_yoy_change,Credit,583
Credit_Spreads_accel_volatility_trend_12m,Credit,584
Credit_Spreads_acceleration_lag12,Credit,585
Credit_Spreads_acceleration_yoy_change,Credit,586
Credit_Spreads_acceleration_trend_12m,Credit,587
Credit_Spreads_avg_lag12,Credit,588
Credit_Spreads_avg_yoy_change,Credit,589
Credit_Spreads_monthly_chg_lag12,Credit,590
Credit_Spreads_monthly_chg_yoy_change,Credit,591
Credit_Spreads_vol_of_changes_lag12,Credit,592
Credit_Spreads_vol_of_changes_yoy_change,Credit,593
Credit_Spreads_vol_of_changes_trend_12m,Credit,594
Credit_Spreads_zscore_max_lag12,Credit,595
Credit_Spreads_zscore_max_yoy_change,Credit,596
Credit_Spreads_zscore_max_trend_12m,Credit,597
ISM_NonManufacturing_Index_lag6,ISM,598
ISM_NonManufacturing_Index_6m_change,ISM,599
ISM_NonManufacturing_Index_rolling_mean_6,ISM,600
ISM_NonManufacturing_Index_volatility_6m,ISM,601
Credit_Spreads_accel_volatility_lag18,Credit,602
Credit_Spreads_accel_volatility_18m_change,Credit,603
Credit_Spreads_acceleration_lag18,Credit,604
Credit_Spreads_acceleration_18m_change,Credit,605
Credit_Spreads_avg_lag18,Credit,606
Credit_Spreads_avg_18m_change,Credit,607
Credit_Spreads_monthly_chg_lag18,Credit,608
Credit_Spreads_monthly_chg_18m_change,Credit,609
Credit_Spreads_vol_of_changes_lag18,Credit,610
Credit_Spreads_vol_of_changes_18m_change,Credit,611
Credit_Spreads_zscore_max_lag18,Credit,612
Credit_Spreads_zscore_max_18m_change,Credit,613
ISM_NonManufacturing_Index_lag12,ISM,614
ISM_NonManufacturing_Index_yoy_change,ISM,615
ISM_NonManufacturing_Index_rolling_mean_12,ISM,616
ISM_NonManufacturing_Index_volatility_12m,ISM,617
ISM_NonManufacturing_Index_trend_12m,ISM,618
Credit_Spreads_accel_volatility_rolling_mean_24,Credit,619
Credit_Spreads_acceleration_rolling_mean_24,Credit,620
Credit_Spreads_avg_rolling_mean_24,Credit,621
Credit_Spreads_monthly_chg_rolling_mean_24,Credit,622
Credit_Spreads_vol_of_changes_rolling_mean_24,Credit,623
Credit_Spreads_zscore_max_rolling_mean_24,Credit,624
Credit_Spreads_accel_volatility_lag24,Credit,625
Credit_Spreads_accel_volatility_2yr_change,Credit,626
Credit_Spreads_acceleration_lag24,Credit,627
Credit_Spreads_acceleration_2yr_change,Credit,628
Credit_Spreads_avg_lag24,Credit,629
Credit_Spreads_avg_2yr_change,Credit,630
Credit_Spreads_monthly_chg_lag24,Credit,631
Credit_Spreads_monthly_chg_2yr_change,Credit,632
Credit_Spreads_vol_of_changes_lag24,Credit,633
Credit_Spreads_vol_of_changes_2yr_change,Credit,634
Credit_Spreads_zscore_max_lag24,Credit,635
Credit_Spreads_zscore_max_2yr_change,Credit,636
ISM_NonManufacturing_Index_lag18,ISM,637
ISM_NonManufacturing_Index_18m_change,ISM,638
ISM_NonManufacturing_Index_lag24,ISM,639
ISM_NonManufacturing_Index_2yr_change,ISM,640
ISM_NonManufacturing_Index_rolling_mean_24,ISM,641
JOLTS_Layoffs_latest,JOLTS,642
JOLTS_Quits_latest,JOLTS,643
JOLTS_Layoffs_lag1,JOLTS,644
JOLTS_Layoffs_mom_change,JOLTS,645
JOLTS_Layoffs_lag2,JOLTS,646
JOLTS_Layoffs_rolling_mean_3,JOLTS,647
JOLTS_Quits_lag1,JOLTS,648
JOLTS_Quits_mom_change,JOLTS,649
JOLTS_Quits_lag2,JOLTS,650
JOLTS_Quits_rolling_mean_3,JOLTS,651
JOLTS_Layoffs_lag3,JOLTS,652
JOLTS_Quits_lag3,JOLTS,653
ADP_actual_latest,ADP,654
ADP_actual_lag1,ADP,655
ADP_actual_mom_change,ADP,656
JOLTS_Layoffs_rolling_mean_6,JOLTS,657
JOLTS_Layoffs_volatility_6m,JOLTS,658
JOLTS_Quits_rolling_mean_6,JOLTS,659
JOLTS_Quits_volatility_6m,JOLTS,660
ADP_actual_lag2,ADP,661
ADP_actual_rolling_mean_3,ADP,662
JOLTS_Layoffs_lag6,JOLTS,663
JOLTS_Layoffs_6m_change,JOLTS,664
JOLTS_Quits_lag6,JOLTS,665
JOLTS_Quits_6m_change,JOLTS,666
ADP_actual_lag3,ADP,667
ADP_actual_rolling_mean_6,ADP,668
ADP_actual_volatility_6m,ADP,669
ADP_actual_lag6,ADP,670
ADP_actual_6m_change,ADP,671
JOLTS_Layoffs_rolling_mean_12,JOLTS,672
JOLTS_Layoffs_volatility_12m,JOLTS,673
JOLTS_Layoffs_trend_12m,JOLTS,674
JOLTS_Quits_rolling_mean_12,JOLTS,675
JOLTS_Quits_volatility_12m,JOLTS,676
JOLTS_Quits_trend_12m,JOLTS,677
JOLTS_Layoffs_lag12,JOLTS,678
JOLTS_Layoffs_yoy_change,JOLTS,679
JOLTS_Quits_lag12,JOLTS,680
JOLTS_Quits_yoy_change,JOLTS,681
ADP_actual_rolling_mean_12,ADP,682
ADP_actual_volatility_12m,ADP,683
ADP_actual_trend_12m,ADP,684
ADP_actual_lag12,ADP,685
ADP_actual_yoy_change,ADP,686
JOLTS_Layoffs_lag18,JOLTS,687
JOLTS_Layoffs_18m_change,JOLTS,688
JOLTS_Quits_lag18,JOLTS,689
JOLTS_Quits_18m_change,JOLTS,690
ADP_actual_lag18,ADP,691
ADP_actual_18m_change,ADP,692
JOLTS_Layoffs_rolling_mean_24,JOLTS,693
JOLTS_Quits_rolling_mean_24,JOLTS,694
JOLTS_Layoffs_lag24,JOLTS,695
JOLTS_Layoffs_2yr_change,JOLTS,696
JOLTS_Quits_lag24,JOLTS,697
JOLTS_Quits_2yr_change,JOLTS,698
ADP_actual_rolling_mean_24,ADP,699
ADP_actual_lag24,ADP,700
ADP_actual_2yr_change,ADP,701
ADP_forecast_latest,ADP,702
ADP_forecast_lag1,ADP,703
ADP_forecast_mom_change,ADP,704
ADP_forecast_lag2,ADP,705
ADP_forecast_rolling_mean_3,ADP,706
ADP_forecast_lag3,ADP,707
ADP_forecast_rolling_mean_6,ADP,708
ADP_forecast_volatility_6m,ADP,709
ADP_forecast_lag6,ADP,710
ADP_forecast_6m_change,ADP,711
ADP_forecast_rolling_mean_12,ADP,712
ADP_forecast_volatility_12m,ADP,713
ADP_forecast_trend_12m,ADP,714
ADP_forecast_lag12,ADP,715
ADP_forecast_yoy_change,ADP,716
ADP_forecast_lag18,ADP,717
ADP_forecast_18m_change,ADP,718
ADP_forecast_rolling_mean_24,ADP,719
ADP_forecast_lag24,ADP,720
ADP_forecast_2yr_change,ADP,721
SP500_30d_return_latest,Other,722
SP500_bear_market_latest,Other,723
SP500_circuit_breaker_latest,Other,724
SP500_crash_month_latest,Calendar,725
SP500_max_drawdown_latest,Other,726
SP500_monthly_return_latest,Calendar,727
SP500_volatility_latest,Other,728
SP500_worst_day_latest,Other,729
SP500_30d_return_lag1,Other,730
SP500_30d_return_mom_change,Other,731
SP500_bear_market_lag1,Other,732
SP500_bear_market_mom_change,Other,733
SP500_circuit_breaker_lag1,Other,734
SP500_circuit_breaker_mom_change,Other,735
SP500_crash_month_lag1,Calendar,736
SP500_crash_month_mom_change,Calendar,737
SP500_max_drawdown_lag1,Other,738
SP500_max_drawdown_mom_change,Other,739
SP500_monthly_return_lag1,Calendar,740
SP500_monthly_return_mom_change,Calendar,741
SP500_volatility_lag1,Other,742
SP500_volatility_mom_change,Other,743
SP500_worst_day_lag1,Other,744
SP500_worst_day_mom_change,Other,745
SP500_30d_return_lag2,Other,746
SP500_30d_return_rolling_mean_3,Other,747
SP500_bear_market_lag2,Other,748
SP500_bear_market_rolling_mean_3,Other,749
SP500_circuit_breaker_lag2,Other,750
SP500_circuit_breaker_rolling_mean_3,Other,751
SP500_crash_month_lag2,Calendar,752
SP500_crash_month_rolling_mean_3,Calendar,753
SP500_max_drawdown_lag2,Other,754
SP500_max_drawdown_rolling_mean_3,Other,755
SP500_monthly_return_lag2,Calendar,756
SP500_monthly_return_rolling_mean_3,Calendar,757
SP500_volatility_lag2,Other,758
SP500_volatility_rolling_mean_3,Other,759
SP500_worst_day_lag2,Other,760
SP500_worst_day_rolling_mean_3,Other,761
SP500_30d_return_lag3,Other,762
SP500_bear_market_lag3,Other,763
SP500_circuit_breaker_lag3,Other,764
SP500_crash_month_lag3,Calendar,765
SP500_max_drawdown_lag3,Other,766
SP500_monthly_return_lag3,Calendar,767
SP500_volatility_lag3,Other,768
SP500_worst_day_lag3,Other,769
SP500_30d_return_rolling_mean_6,Other,770
SP500_30d_return_volatility_6m,Other,771
SP500_bear_market_rolling_mean_6,Other,772
SP500_bear_market_volatility_6m,Other,773
SP500_circuit_breaker_rolling_mean_6,Other,774
SP500_circuit_breaker_volatility_6m,Other,775
SP500_crash_month_rolling_mean_6,Calendar,776
SP500_crash_month_volatility_6m,Calendar,777
SP500_max_drawdown_rolling_mean_6,Other,778
SP500_max_drawdown_volatility_6m,Other,779
SP500_monthly_return_rolling_mean_6,Calendar,780
SP500_monthly_return_volatility_6m,Calendar,781
SP500_volatility_rolling_mean_6,Other,782
SP500_volatility_volatility_6m,Other,783
SP500_worst_day_rolling_mean_6,Other,784
SP500_worst_day_volatility_6m,Other,785
SP500_30d_return_lag6,Other,786
SP500_30d_return_6m_change,Other,787
SP500_bear_market_lag6,Other,788
SP500_bear_market_6m_change,Other,789
SP500_circuit_breaker_lag6,Other,790
SP500_circuit_breaker_6m_change,Other,791
SP500_crash_month_lag6,Calendar,792
SP500_crash_month_6m_change,Calendar,793
SP500_max_drawdown_lag6,Other,794
SP500_max_drawdown_6m_change,Other,795
SP500_monthly_return_lag6,Calendar,796
SP500_monthly_return_6m_change,Calendar,797
SP500_volatility_lag6,Other,798
SP500_volatility_6m_change,Other,799
SP500_worst_day_lag6,Other,800
SP500_worst_day_6m_change,Other,801
SP500_30d_return_rolling_mean_12,Other,802
SP500_30d_return_volatility_12m,Other,803
SP500_bear_market_rolling_mean_12,Other,804
SP500_bear_market_volatility_12m,Other,805
SP500_bear_market_trend_12m,Other,806
SP500_circuit_breaker_rolling_mean_12,Other,807
SP500_circuit_breaker_volatility_12m,Other,808
SP500_circuit_breaker_trend_12m,Other,809
SP500_crash_month_rolling_mean_12,Calendar,810
SP500_crash_month_volatility_12m,Calendar,811
SP500_crash_month_trend_12m,Calendar,812
SP500_max_drawdown_rolling_mean_12,Other,813
SP500_max_drawdown_volatility_12m,Other,814
SP500_monthly_return_rolling_mean_12,Calendar,815
SP500_monthly_return_volatility_12m,Calendar,816
SP500_monthly_return_trend_12m,Calendar,817
SP500_volatility_rolling_mean_12,Other,818
SP500_volatility_volatility_12m,Other,819
SP500_volatility_trend_12m,Other,820
SP500_worst_day_rolling_mean_12,Other,821
SP500_worst_day_volatility_12m,Other,822
SP500_worst_day_trend_12m,Other,823
SP500_30d_return_lag12,Other,824
SP500_30d_return_yoy_change,Other,825
SP500_30d_return_trend_12m,Other,826
SP500_bear_market_lag12,Other,827
SP500_bear_market_yoy_change,Other,828
SP500_circuit_breaker_lag12,Other,829
SP500_circuit_breaker_yoy_change,Other,830
SP500_crash_month_lag12,Calendar,831
SP500_crash_month_yoy_change,Calendar,832
SP500_max_drawdown_lag12,Other,833
SP500_max_drawdown_yoy_change,Other,834
SP500_max_drawdown_trend_12m,Other,835
SP500_monthly_return_lag12,Calendar,836
SP500_monthly_return_yoy_change,Calendar,837
SP500_volatility_lag12,Other,838
SP500_volatility_yoy_change,Other,839
SP500_worst_day_lag12,Other,840
SP500_worst_day_yoy_change,Other,841
SP500_30d_return_lag18,Other,842
SP500_30d_return_18m_change,Other,843
SP500_bear_market_lag18,Other,844
SP500_bear_market_18m_change,Other,845
SP500_circuit_breaker_lag18,Other,846
SP500_circuit_breaker_18m_change,Other,847
SP500_crash_month_lag18,Calendar,848
SP500_crash_month_18m_change,Calendar,849
SP500_max_drawdown_lag18,Other,850
SP500_max_drawdown_18m_change,Other,851
SP500_monthly_return_lag18,Calendar,852
SP500_monthly_return_18m_change,Calendar,853
SP500_volatility_lag18,Other,854
SP500_volatility_18m_change,Other,855
SP500_worst_day_lag18,Other,856
SP500_worst_day_18m_change,Other,857
SP500_30d_return_rolling_mean_24,Other,858
SP500_bear_market_rolling_mean_24,Other,859
SP500_circuit_breaker_rolling_mean_24,Other,860
SP500_crash_month_rolling_mean_24,Calendar,861
SP500_max_drawdown_rolling_mean_24,Other,862
SP500_monthly_return_rolling_mean_24,Calendar,863
SP500_volatility_rolling_mean_24,Other,864
SP500_worst_day_rolling_mean_24,Other,865
SP500_30d_return_lag24,Other,866
SP500_30d_return_2yr_change,Other,867
SP500_bear_market_lag24,Other,868
SP500_bear_market_2yr_change,Other,869
SP500_circuit_breaker_lag24,Other,870
SP500_circuit_breaker_2yr_change,Other,871
SP500_crash_month_lag24,Calendar,872
SP500_crash_month_2yr_change,Calendar,873
SP500_max_drawdown_lag24,Other,874
SP500_max_drawdown_2yr_change,Other,875
SP500_monthly_return_lag24,Calendar,876
SP500_monthly_return_2yr_change,Calendar,877
SP500_volatility_lag24,Other,878
SP500_volatility_2yr_change,Other,879
SP500_worst_day_lag24,Other,880
SP500_worst_day_2yr_change,Other,881
